Voucher No.,Date,Particulars,Category,Type,Quantity,AltUnits,Rate,INRvalue,Distributors
PFRN/24-25/1248,02-08-2024,"8Mesh Hq 42"" Blue",Mesh_Fabrics,Sales,48.7,360,32,11520,Sri Balaji Trading Co.
PFRN/24-25/1248,02-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,316.9,6300,12,75600,Sri Balaji Trading Co.
PFRN/24-25/1248,02-08-2024,"Priyalite 120""Sea Green",Priyalite,Sales,52.8,400,36,14400,Sri Balaji Trading Co.
PFRN/24-25/1254,02-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,311.7,6300,12,75600,Sri Balaji Trading Co.
PFRN/24-25/1263,03-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,318.8,6300,12,75600,Sri Balaji Trading Co.
PFRN/24-25/1275,05-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,260.3,1200,55,66000,Sri Balaji Trading Co.
PFRN/24-25/1277,05-08-2024,"24MESHLQ42""SKY BLUE",Mesh_Fabrics,Sales,63.75,1350,11.5,15525,Sri Balaji Trading Co.
PFRN/24-25/1304,08-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,316.1,6300,239.16,75600,Sri Balaji Trading Co.
PFRN/24-25/1304,08-08-2024,"60 HQ 42""  White",Mesh_Fabrics,Sales,60.7,600,41,24600,Sri Balaji Trading Co.
PFRN/24-25/1304,08-08-2024,"30 HQ 42"" BLUE",Mesh_Fabrics,Sales,110.9,900,35,31500,Sri Balaji Trading Co.
PFRN/24-25/1304,08-08-2024,"40 HQ 42"" White",Mesh_Fabrics,Sales,125.1,1200,30,36000,Sri Balaji Trading Co.
PFRN/24-25/1318,09-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,308.3,6300,12,75600,Sri Balaji Trading Co.
PFRN/24-25/1318,09-08-2024,"24 Mesh MQ84"" SF Blue",Mesh_Fabrics,Sales,122.7,900,30,27000,Sri Balaji Trading Co.
PFRN/24-25/1329,10-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,111.1,720,34,24480,Sri Balaji Trading Co.
PFRN/24-25/1329,10-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,118.8,2000,15,30000,Sri Balaji Trading Co.
PFRN/24-25/1329,10-08-2024,"40 LQ 42""  White",Mesh_Fabrics,Sales,186.9,2700,19,51300,Sri Balaji Trading Co.
PFRN/24-25/1329,10-08-2024,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,94.3,900,28,25200,Sri Balaji Trading Co.
PFRN/24-25/1329,10-08-2024,"20MESHMQ42""RP.BLUE",Mesh_Fabrics,Sales,100.1,1200,15.5,18600,Sri Balaji Trading Co.
PFRN/24-25/1329,10-08-2024,"20 MeshMQ84""Blue",Mesh_Fabrics,Sales,252.7,1500,38,57000,Sri Balaji Trading Co.
PFRN/24-25/1339,12-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,633.4,12600,12,151200,Sri Balaji Trading Co.
PFRN/24-25/1358,14-08-2024,"20 HQ 42"" White",Mesh_Fabrics,Sales,52.5,450,32,14400,Sri Balaji Trading Co.
PFRN/24-25/1358,14-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,314.8,6300,12,75600,Sri Balaji Trading Co.
PFRN/24-25/1358,14-08-2024,"Kangaroo Fabric 84"" Blue",Kangaroo,Sales,120,1000,36,36000,Sri Balaji Trading Co.
PFRN/24-25/1358,14-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,256.9,1200,55,66000,Sri Balaji Trading Co.
PFRN/24-25/1364,16-08-2024,"40 HQ 42"" White",Mesh_Fabrics,Sales,249.7,2400,30,72000,Sri Balaji Trading Co.
PFRN/24-25/1364,16-08-2024,"Kangaroo Fabric 120""Blue",Kangaroo,Sales,161.1,900,52,46800,Sri Balaji Trading Co.
PFRN/24-25/1364,16-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,637.6,12600,12,151200,Sri Balaji Trading Co.
PFRN/24-25/1377,17-08-2024,"40 HQ 42"" White",Mesh_Fabrics,Sales,122.35,1200,30,36000,Sri Balaji Trading Co.
PFRN/24-25/1381,19-08-2024,"20MESHMQ42""RP.BLUE",Mesh_Fabrics,Sales,248,3000,15.5,46500,Sri Balaji Trading Co.
PFRN/24-25/1381,19-08-2024,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,136.4,1350,28,37800,Sri Balaji Trading Co.
PFRN/24-25/1387,20-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,152.5,720,55,39600,Sri Balaji Trading Co.
PFRN/24-25/1387,20-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,317.62,6300,12,75600,Sri Balaji Trading Co.
PFRN/24-25/1387,20-08-2024,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,90,900,28,25200,Sri Balaji Trading Co.
PFRN/24-25/1395,21-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,109.6,720,34,24480,Sri Balaji Trading Co.
PFRN/24-25/1395,21-08-2024,"20 MeshMQ84""Blue",Mesh_Fabrics,Sales,101.3,600,38,22800,Sri Balaji Trading Co.
PFRN/24-25/1395,21-08-2024,"20 MeshMQ84"" RP Light Blue",Mesh_Fabrics,Sales,278.8,1800,32,57600,Sri Balaji Trading Co.
PFRN/24-25/1395,21-08-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,145.53,3600,13,46800,Sri Balaji Trading Co.
PFRN/24-25/1414,22-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,183,3000,15,45000,Sri Balaji Trading Co.
PFRN/24-25/1422,23-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,613.78,12600,12,151200,Sri Balaji Trading Co.
PFRN/24-25/1422,23-08-2024,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,91.3,900,28,25200,Sri Balaji Trading Co.
PFRN/24-25/1422,23-08-2024,"20 MQ 42"" White",Mesh_Fabrics,Sales,51.5,600,20,12000,Sri Balaji Trading Co.
PFRN/24-25/1444,26-08-2024,"20 MeshMQ84""Blue",Mesh_Fabrics,Sales,206.1,1200,38,45600,Sri Balaji Trading Co.
PFRN/24-25/1444,26-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,632.46,12600,12,151200,Sri Balaji Trading Co.
PFRN/24-25/1444,26-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,151.5,720,55,39600,Sri Balaji Trading Co.
PFRN/24-25/1444,26-08-2024,"24 Mesh MQ84"" SF Blue",Mesh_Fabrics,Sales,181.5,1350,30,40500,Sri Balaji Trading Co.
PFRN/24-25/1444,26-08-2024,"24MESHLQ84""BLUE",Mesh_Fabrics,Sales,182.4,1800,28,50400,Sri Balaji Trading Co.
PFRN/24-25/1444,26-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,387.9,2520,34,85680,Sri Balaji Trading Co.
PFRN/24-25/1453,27-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,164.6,1080,34,36720,Sri Balaji Trading Co.
PFRN/24-25/1453,27-08-2024,"24 Mesh MQ84"" SF Blue",Mesh_Fabrics,Sales,61.8,450,30,13500,Sri Balaji Trading Co.
PFRN/24-25/1474,29-08-2024,"20 MeshMQ120"" SF BLUE",Mesh_Fabrics,Sales,150.2,720,55,39600,Sri Balaji Trading Co.
PFRN/24-25/1484,30-08-2024,"20 MQ 42"" White",Mesh_Fabrics,Sales,101.3,1200,20,24000,Sri Balaji Trading Co.
PFRN/24-25/1492,31-08-2024,"24 LQ 42"" Blue",Mesh_Fabrics,Sales,648.8,12600,12,151200,Sri Balaji Trading Co.
PFRN/24-25/1492,31-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,117.77,2000,15,30000,Sri Balaji Trading Co.
PFRN/24-25/1492,31-08-2024,"Priyalite 54"" Blue",Priyalite,Sales,118.54,2000,15,30000,Sri Balaji Trading Co.
PFRN/24-25/1231,01-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,260.6,3750,17.5,65625,Srilal Pachisia & Co.
PFRN/24-25/1268,05-08-2024,"Suvasini 54""Blue",Suvasini,Sales,160.14,3000,13,39000,Srilal Pachisia & Co.
PFRN/24-25/1268,05-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,15.12,300,14,4200,Srilal Pachisia & Co.
PFRN/24-25/1268,05-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,30.12,600,14,8400,Srilal Pachisia & Co.
PFRN/24-25/1268,05-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,52.55,1050,14,14700,Srilal Pachisia & Co.
PFRN/24-25/1268,05-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,56.36,1050,14,14700,Srilal Pachisia & Co.
PFRN/24-25/1290,07-08-2024,"Suvasini 54""Blue",Suvasini,Sales,208,4000,13,52000,Srilal Pachisia & Co.
PFRN/24-25/1311,09-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,263.97,3750,17.5,65625,Srilal Pachisia & Co.
PFRN/24-25/1324,10-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,302.21,3750,19.5,73125,Srilal Pachisia & Co.
PFRN/24-25/1345,13-08-2024,"Suvasini 54""Blue",Suvasini,Sales,203.8,4000,13,52000,Srilal Pachisia & Co.
PFRN/24-25/1346,13-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,108.98,2200,14,30800,Srilal Pachisia & Co.
PFRN/24-25/1346,13-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,39.47,800,14,11200,Srilal Pachisia & Co.
PFRN/24-25/1346,13-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,61.37,1200,14,16800,Srilal Pachisia & Co.
PFRN/24-25/1346,13-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,40.69,800,14,11200,Srilal Pachisia & Co.
PFRN/24-25/1370,17-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,39.2,800,14,11200,Srilal Pachisia & Co.
PFRN/24-25/1370,17-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,61.2,1200,14,16800,Srilal Pachisia & Co.
PFRN/24-25/1370,17-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,60.13,1200,14,16800,Srilal Pachisia & Co.
PFRN/24-25/1370,17-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,40.31,800,14,11200,Srilal Pachisia & Co.
PFRN/24-25/1371,17-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,294.48,3750,19.5,73125,Srilal Pachisia & Co.
PFRN/24-25/1372,17-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,264.01,3750,17.5,65625,Srilal Pachisia & Co.
PFRN/24-25/1372,17-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,50.68,1000,14,14000,Srilal Pachisia & Co.
PFRN/24-25/1402,22-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,181.54,3000,14.5,43500,Srilal Pachisia & Co.
PFRN/24-25/1462,28-08-2024,"Suvasini 54""Blue",Suvasini,Sales,266.61,5000,13,65000,Srilal Pachisia & Co.
PFRN/24-25/1466,29-08-2024,"Suvasini 54""Blue",Suvasini,Sales,260.61,5000,13,65000,Srilal Pachisia & Co.
PFRN/24-25/1236,01-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,101.11,2000,14,28000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1236,01-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,105,1500,17.5,26250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1236,01-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,120.3,1500,19.5,29250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1247,02-08-2024,"Priyalite 54"" Blue",Priyalite,Sales,242.33,4000,14.5,58000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1247,02-08-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,244.42,4000,14.5,58000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1247,02-08-2024,"Hanuman 54""blue",Hanuman,Sales,94.56,2400,10.75,25800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1253,02-08-2024,"Suvasini 104"" Green",Suvasini,Sales,871,10000,28,280000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1269,05-08-2024,"Hanuman 54""blue",Hanuman,Sales,95.04,2400,10.75,25800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1286,06-08-2024,"Suvasini 54""Blue",Suvasini,Sales,205.6,4000,13,52000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1286,06-08-2024,"Kangaroo Fabric 84"" Blue",Kangaroo,Sales,60,500,31,15500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1286,06-08-2024,"Hanuman 54""blue",Hanuman,Sales,95.04,2400,10.75,25800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1286,06-08-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,52.51,750,17.5,13125,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1286,06-08-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,61.77,750,19.5,14625,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"Lotus 54"" Badam Pink",Lotus,Sales,20.08,400,14,5600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,44,900,14,12600,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,166.1,1080,32,34560,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"Suvasini 54""Blue",Suvasini,Sales,102.8,2000,13,26000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"20 Mesh HQ48"" White(Juicer)",Mesh_Fabrics,Sales,59.7,450,34,15300,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"40 HQ 42"" White",Mesh_Fabrics,Sales,62,600,28,16800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"Lotus 54"" Sky Blue",Lotus,Sales,82.24,1600,14,22400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,32.28,600,14,8400,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"Lotus 54"" Violet",Lotus,Sales,9.98,200,14,2800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1294,07-08-2024,"Lotus 54"" Rose Pink",Lotus,Sales,10.08,200,14,2800,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1344,13-08-2024,"Suvasini 104"" Green",Suvasini,Sales,888.2,10000,28,280000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1394,20-08-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,833.07,21000,12.5,262500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1401,22-08-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,868.13,21000,12.5,262500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1430,23-08-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,1015.76,24000,12.5,300000,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1450,26-08-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,1300.71,31250,12.5,390625,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1476,30-08-2024,"Hanuman 54""Sea Green",Hanuman,Sales,292.18,7500,12.5,93750,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1476,30-08-2024,"Hanuman54"" Sea Green/Ivory",Hanuman,Sales,627.57,15000,12.5,187500,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1491,31-08-2024,"Hanuman 54""Sea Green",Hanuman,Sales,1153.92,28900,12.5,361250,Sri Venkateshwara Fibre Udyog Pvt. Ltd
PFRN/24-25/1538,06-09-2024,"Lotus 54"" Violet",Lotus,Sales,50.6,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Lotus 54"" Light Sea Green",Lotus,Sales,52.88,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Lotus 54"" Badam Pink",Lotus,Sales,50.89,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Lotus 54"" Rose Pink",Lotus,Sales,51.39,1000,13.5,13500,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Lotus 54"" Sky Blue",Lotus,Sales,149.21,3000,13.5,40500,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,588.78,7500,19.5,146250,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,530.69,7500,17.5,131250,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Suvasini 54""Blue",Suvasini,Sales,1025.43,20000,13,260000,Anantadeb Madanmohan & Co.
PFRN/24-25/1538,06-09-2024,"Hanuman 54""blue",Hanuman,Sales,750.35,18000,10.75,193500,Anantadeb Madanmohan & Co.
PFRN/24-25/1636,21-09-2024,"20 Mesh HQ48"" White(Juicer)",Mesh_Fabrics,Sales,117.8,900,33,29700,Anantadeb Madanmohan & Co.
PFRN/24-25/1637,21-09-2024,"20 SHQ 48"" White",Mesh_Fabrics,Sales,104.1,600,45,27000,Anantadeb Madanmohan & Co.
PFRN/24-25/1646,24-09-2024,"Suvasini 54""Blue",Suvasini,Sales,255.33,5000,12.5,62500,Anantadeb Madanmohan & Co.
PFRN/24-25/1647,24-09-2024,"Suvasini 54""Blue",Suvasini,Sales,262.58,5000,12.5,62500,Anantadeb Madanmohan & Co.
PFRN/24-25/1648,24-09-2024,"Hanuman 54""blue",Hanuman,Sales,252.2,6000,10.5,63000,Anantadeb Madanmohan & Co.
PFRN/24-25/1655,24-09-2024,"Suvasini 54""Blue",Suvasini,Sales,262.59,5000,12.5,62500,Anantadeb Madanmohan & Co.
PFRN/24-25/1656,24-09-2024,"Suvasini 54""Blue",Suvasini,Sales,259.23,5000,12.5,62500,Anantadeb Madanmohan & Co.
PFRN/24-25/1657,24-09-2024,"Hanuman 54""blue",Hanuman,Sales,245.52,6000,10.5,63000,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"Suvasini 54""Blue",Suvasini,Sales,764.13,15000,12.5,187500,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,290.2,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"Priyalite 54"" Blue",Priyalite,Sales,298.6,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,302.07,3750,18.5,69375,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,267,3750,16.5,61875,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"Hanuman 54""blue",Hanuman,Sales,498.35,12000,10.5,126000,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"20 Mesh HQ48"" White(Juicer)",Mesh_Fabrics,Sales,119.3,900,33,29700,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"20 SHQ 48"" White",Mesh_Fabrics,Sales,104.7,600,45,27000,Anantadeb Madanmohan & Co.
PFRN/24-25/1659,25-09-2024,"20 MeshMQ84""Blue",Mesh_Fabrics,Sales,100,600,34,20400,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"Hanuman 54""blue",Hanuman,Sales,490.58,12000,10.5,126000,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,297.88,3750,18.5,69375,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,265.17,3750,16.5,61875,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,299.65,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"Priyalite 54"" Blue",Priyalite,Sales,297.03,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"20 Mesh HQ48"" White(Juicer)",Mesh_Fabrics,Sales,179,1350,33,44550,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"20 SHQ 48"" White",Mesh_Fabrics,Sales,160.3,900,45,40500,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,222.7,1440,31,44640,Anantadeb Madanmohan & Co.
PFRN/24-25/1665,26-09-2024,"Suvasini 54""Blue",Suvasini,Sales,773.12,15000,12.5,187500,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"Hanuman 54""blue",Hanuman,Sales,499.09,12000,10.5,126000,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"Priyalite 54"" Blue",Priyalite,Sales,296.6,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,222.9,1440,31,44640,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"20 MeshMQ84""Blue",Mesh_Fabrics,Sales,103.1,600,34,20400,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,152.2,900,34,30600,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"Suvasini 54""Blue",Suvasini,Sales,770.2,15000,12.5,187500,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,301.85,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,261.68,3750,16.5,61875,Anantadeb Madanmohan & Co.
PFRN/24-25/1683,27-09-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,300.66,3750,18.5,69375,Anantadeb Madanmohan & Co.
PFRN/24-25/1690,28-09-2024,"Hanuman 54""blue",Hanuman,Sales,476.19,12000,10.5,126000,Anantadeb Madanmohan & Co.
PFRN/24-25/1690,28-09-2024,"Suvasini 54""Blue",Suvasini,Sales,519.16,10000,12.5,125000,Anantadeb Madanmohan & Co.
PFRN/24-25/1690,28-09-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,302.86,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1690,28-09-2024,"Priyalite 54"" Blue",Priyalite,Sales,299.44,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1690,28-09-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,523.84,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/24-25/1690,28-09-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,595.31,7500,18.5,138750,Anantadeb Madanmohan & Co.
PFRN/24-25/1690,28-09-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,554.1,3600,31,111600,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"Suvasini 54""Blue",Suvasini,Sales,1019.73,20000,12.5,250000,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,526.73,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"Priyalite 54"" Blue",Priyalite,Sales,296.94,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,594.69,7500,18.5,138750,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,302.4,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,271.4,1800,31,55800,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,151.9,900,34,30600,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"20 MeshMQ84""Blue",Mesh_Fabrics,Sales,102.3,600,34,20400,Anantadeb Madanmohan & Co.
PFRN/24-25/1695,30-09-2024,"Hanuman 54""blue",Hanuman,Sales,499.89,12000,10.5,126000,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"20MESHMQ84""WHITE",Mesh_Fabrics,Sales,259.5,1500,34,51000,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"Suvasini 54""Blue",Suvasini,Sales,516.99,10000,12.5,125000,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"20MESHMQ84""SF BLUE",Mesh_Fabrics,Sales,273.4,1800,31,55800,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"Priyalite 54"" Sea Green",Priyalite,Sales,303.02,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"Priyalite 54"" Blue",Priyalite,Sales,298.14,5000,13.5,67500,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"Kangaroo Fabric 54""Blue",Kangaroo,Sales,598.11,7500,18.5,138750,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"Priyadarshini 54"" Blue",Priyadarshini,Sales,526.96,7500,16.5,123750,Anantadeb Madanmohan & Co.
PFRN/24-25/1701,30-09-2024,"Hanuman 54""blue",Hanuman,Sales,497.76,12000,10.5,126000,Anantadeb Madanmohan & Co.
PFRN/24-25/1504,02-09-2024,"24 LQ 60"" Black",Mesh_Fabrics,Sales,95,1200,24,28800,A R Traders
PFRN/24-25/1504,02-09-2024,"30 LQ 42"" White",Mesh_Fabrics,Sales,140,2700,15,40500,A R Traders
PFRN/24-25/1504,02-09-2024,24MESHLQ84BLACK,Mesh_Fabrics,Sales,45,450,30,13500,A R Traders
PFRN/24-25/1525,05-09-2024,"20 MQ 48"" White",Mesh_Fabrics,Sales,186.4,1800,24,43200,A R Traders
PFRN/24-25/1525,05-09-2024,"24 LQ 60"" Black",Mesh_Fabrics,Sales,93.1,1200,24,28800,A R Traders
PFRN/24-25/1540,06-09-2024,"20 Mesh MQ120""White",Mesh_Fabrics,Sales,489,2000,58,116000,A R Traders
